"OldFullPath","NewFullPath","RelativePath","Hash","SizeBytes","MovedAt"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\013__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t988.00-t1001.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\013__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t988.00-t1001.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_Greenwood\013__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t988.00-t1001.00_portrait_POST.mp4","3F10C963D7C28FE58AD411D88306C04341046BA67C65EF37868FAF1753AC371A","22967378","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\014__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1063.00-t1073.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\014__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1063.00-t1073.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_Greenwood\014__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1063.00-t1073.00_portrait_POST.mp4","E61813C5183417C71F80B8558101DBE2D5ED0435C9D2F4E2F207337955034BE2","16538173","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\015__2025-09-20__TSC_vs_Greenwood__SHOT__t1081.00-t1088.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\015__2025-09-20__TSC_vs_Greenwood__SHOT__t1081.00-t1088.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_Greenwood\015__2025-09-20__TSC_vs_Greenwood__SHOT__t1081.00-t1088.00_portrait_POST.mp4","3D6F06BC857F3BF84C6C8BFED39A102D4151DEBF66E481237BE4289FA9370FB1","11250602","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\016__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t1195.00-t1209.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\016__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t1195.00-t1209.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_Greenwood\016__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t1195.00-t1209.00_portrait_POST.mp4","DC038E98F4CD90F28DDC2B9B72FC82A0AD6407407666C299F171C9705D2E22A0","24053850","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\017__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1212.00-t1224.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\017__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1212.00-t1224.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_Greenwood\017__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1212.00-t1224.00_portrait_POST.mp4","8D8847AF61C6E139CA51C10220A3FA6DA35DA5E7A8E7D5005AE5A29ECB743DFB","21381629","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\018__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_GOAL__t1292.00-t1329.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\018__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_GOAL__t1292.00-t1329.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_Greenwood\018__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_GOAL__t1292.00-t1329.00_portrait_POST.mp4","43AA5467CCCF5AA692312DA63C16D63C8E8302677E7D52FBD19812F4528AC314","61907669","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\019__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1369.00-t1383.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\019__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1369.00-t1383.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_Greenwood\019__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1369.00-t1383.00_portrait_POST.mp4","F4F7690444F7807D60AE0F36F9B5FEF50B05E6C0645CB29DF47B4E575CD15D5C","24648514","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\020__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1393.00-t1409.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\020__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1393.00-t1409.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_Greenwood\020__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t1393.00-t1409.00_portrait_POST.mp4","E33F4CAD877F25BFF8A9297A36920851B4E19D040D0B970EBDF2ADB692593B26","26289255","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t3906000.00-t3942000.00.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t3906000.00-t3942000.00.mp4","out\atomic_clips\2025-09-20__TSC_vs_Greenwood\036__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t3906000.00-t3942000.00.mp4","3A4E6EF8B54EE0DED61103C66016051F979C87A664E59324F7EB89DF5FD8AD57","644889","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\006__2025-09-20__TSC_vs_RVFC__SHOT__t517.00-t528.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\006__2025-09-20__TSC_vs_RVFC__SHOT__t517.00-t528.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\006__2025-09-20__TSC_vs_RVFC__SHOT__t517.00-t528.00_portrait_POST.mp4","FD8F77F359F9625AE0AED7D6A443541E6277A8553160FBEBEB01773A80B3A51A","19100240","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\007__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t529.00-t547.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\007__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t529.00-t547.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\007__2025-09-20__TSC_vs_RVFC__PRESSURE_GOAL__t529.00-t547.00_portrait_POST.mp4","A237CA4CEC3B664F95CB32A728498FA285C9B5CFC70F7803FE34B8DD32021BAF","26707547","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\008__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t565.00-t600.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\008__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t565.00-t600.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\008__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t565.00-t600.00_portrait_POST.mp4","3B41F66773376B3DD532B2DC769CD306E5AF1A88C2B251542EAD87B3014FBDA4","57578989","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\009__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t604.00-t620.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\009__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t604.00-t620.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\009__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t604.00-t620.00_portrait_POST.mp4","1A498BE9377DC6632D1A920C33641EE6169C2B4BD7BB2D6FED6F597443AEF4BB","29053450","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\010__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t675.00-t689.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\010__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t675.00-t689.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\010__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t675.00-t689.00_portrait_POST.mp4","5144EF3C8D244A3719B9BB38766B8B5CBD6D168A985823A03D379A7713E3A592","22561871","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\011__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t689.00-t702.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\011__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t689.00-t702.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\011__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t689.00-t702.00_portrait_POST.mp4","B7F6A891800D01D268F3F1A93EDD9F4751E2AAC8A12DD163AF863292472A8430","22453184","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\012__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t746.00-t757.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\012__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t746.00-t757.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\012__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t746.00-t757.00_portrait_POST.mp4","1010B0D5BD3FD28E08145E0DD9039EA1C4C32B268ECEA3BFE3064DA43E29E994","20627529","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\013__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t821.00-t865.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\013__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t821.00-t865.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\013__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t821.00-t865.00_portrait_POST.mp4","A1EF7EA1814A59E8EF8992DD39745266825369EE898326F15424328A6101A092","76926071","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t880.00-t897.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t880.00-t897.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t880.00-t897.00_portrait_POST.mp4","D634E2039C1DB4E60CBE0E78CAF1B813796B5B9EB5322352227DAE313459E0FE","27013008","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\015__2025-09-20__TSC_vs_RVFC__SHOT__t930.00-t937.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\015__2025-09-20__TSC_vs_RVFC__SHOT__t930.00-t937.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\015__2025-09-20__TSC_vs_RVFC__SHOT__t930.00-t937.00_portrait_POST.mp4","483AB4424BD4B180080415AEB2BB7F9216CFAF4997B035E1DFCA77BAAF13AF34","11726340","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t999.00-t1022.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t999.00-t1022.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t999.00-t1022.00_portrait_POST.mp4","4E017C7D60A3D4503D4639CF91A73887A26F27172C5D85151AA7B51D2396EA18","35594922","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1088.00-t1124.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1088.00-t1124.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1088.00-t1124.00_portrait_POST.mp4","BBA9142D7257F0EF11B613CD93C55E13AD4D5E81EBC9FE9C5C1847CB3E01BBB2","52901681","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\018__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1147.00-t1153.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\018__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1147.00-t1153.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\018__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1147.00-t1153.00_portrait_POST.mp4","6A9F8BF439BA3FBDD4F972AFDCEEF2AB5D61EFB3115F304F2A1648140F487BB9","9827658","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\019__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1158.00-t1182.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\019__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1158.00-t1182.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\019__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1158.00-t1182.00_portrait_POST.mp4","AD44A6269E40C5FB598D3E699DD7776A990301505BB1B61B3F759F4BCE720B3A","35353987","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00_portrait_POST.mp4","286104BBF4A08CFBEA7B4C3F20D2173182AABAB5D325FBB160B9471E8A9AC9F5","10663493","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST.mp4","5DF4F553AAFF896E616062ED6F4EB78DED9E913F6A4CD269EAE38091CC377F44","26527338","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST.mp4","6716E449C45C0E215E4A4B457D17084FD4906B5C994F012EFEB9F61913982978","15486106","11/3/2025 12:53:29 PM"
"C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00_portrait_POST.mp4","C:\Users\scott\soccer-video\out\_trash\dedupe_exact\20251103_125328\out\atomic_clips\2025-09-20__TSC_vs_RVFC\023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00_portrait_POST.mp4","out\atomic_clips\2025-09-20__TSC_vs_RVFC\023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00_portrait_POST.mp4","6C783CB465C934BA830A9E0C87C34BE261FF2465099537BA16AEF601A24D2821","23449084","11/3/2025 12:53:29 PM"
